Word,Category,Hint
Glenn McGrath,Who,Legendary Australian fast bowler
Susie O'Neill,Who,Australian swimmer; 'Madame Butterfly'
Grant Hackett,Who,Australian long-distance swimmer
Cadel Evans,Who,First Australian to win the Tour de France
Ellyse Perry,Who,Australian dual-international in cricket and soccer
Dylan Alcott,Who,Paralympian in tennis and basketball; 2022 Australian of the Year
Kurt Fearnley,Who,Australian wheelchair racer and Paralympian
Mark Webber,Who,Former Australian Formula One driver
Peter Brock,Who,Legendary Australian V8 Supercar driver; 'King of the Mountain'
Andrew Johns,Who,NRL Immortal and rugby league commentator
Johnathan Thurston,Who,NRL legend and four-time Dally M Medal winner
Greg Inglis,Who,NRL superstar; 'GI'
Lance Franklin,Who,AFL superstar forward; 'Buddy'
Chris Judd,Who,Dual Brownlow Medalist and AFL captain
Wayne Carey,Who,AFL legend; 'The King'
Tony Lockett,Who,AFL's all-time leading goalkicker; 'Plugger'
Guy Pearce,Who,Australian actor; Starred in 'Memento' and 'Priscilla'
David Wenham,Who,Australian actor; Faramir in 'Lord of the Rings'
Ben Mendelsohn,Who,Australian actor; Starred in 'Animal Kingdom'
Joel Edgerton,Who,Australian actor and director
Toni Collette,Who,Australian actress; Starred in 'Muriel's Wedding'
Powderfinger,Who,Brisbane rock band fronted by Bernard Fanning
Silverchair,Who,Newcastle rock band fronted by Daniel Johns
Tame Impala,Who,Psychedelic music project of Kevin Parker
Courtney Barnett,Who,Australian indie rock musician
Bert Newton,Who,Legendary Australian television presenter
Graham Kennedy,Who,"""The King"" of Australian television"
Don Lane,Who,American-born Australian television host
Kerry O'Brien,Who,Veteran Australian political journalist; 'The 7.30 Report'
Leigh Sales,Who,Former host of ABC's '7.30'
Waleed Aly,Who,Co-host of 'The Project'
Carrie Bickmore,Who,Former co-host of 'The Project'
Karl Stefanovic,Who,Co-host of the 'Today' show
Lisa Wilkinson,Who,Journalist and host of 'The Project'
Shaun Micallef,Who,Australian comedian and television host
Adam Hills,Who,Australian comedian; Host of 'Spicks and Specks'
Wil Anderson,Who,Australian comedian and host of 'Gruen'
Judith Lucy,Who,Australian stand-up comedian
Hannah Gadsby,Who,Australian comedian; 'Nanette'
Anh Do,Who,Vietnamese-born Australian comedian and author
Jane Turner,Who,Co-creator and star of 'Kath & Kim' (Kath Day-Knight)
Gina Riley,Who,Co-creator and star of 'Kath & Kim' (Kim Craig)
Rob Sitch,Who,"Australian comedian, director, and actor; 'The Castle', 'Frontline'"
The Chaser (team),Who,Australian satirical comedy group
Peter Weir,Who,"Australian film director; 'The Truman Show', 'Dead Poets Society'"
Eddie Mabo,Who,Indigenous land rights campaigner
Neville Bonner,Who,First Indigenous Australian to sit in Federal Parliament
Adam Briggs,Who,"Indigenous Australian rapper, writer, and actor"
Archie Roach,Who,Indigenous Australian musician and songwriter
Christine Anu,Who,Torres Strait Islander singer; 'My Island Home'
Noel Pearson,Who,Indigenous Australian lawyer and activist
Marcia Langton,Who,Prominent Indigenous Australian academic
Stan Grant,Who,Indigenous Australian journalist and writer
James Packer,Who,Australian billionaire businessman and investor
Lindsay Fox,Who,Founder of Australian logistics company Linfox
Kerry Stokes,Who,Australian businessman with interests in media and mining
Clive Palmer,Who,Australian mining magnate and politician
Dick Smith,Who,Australian entrepreneur and adventurer
John Bertrand,Who,Skipper of the America's Cup-winning yacht Australia II
Victor Chang,Who,Pioneering Australian heart surgeon
Ian Frazer,Who,Co-creator of the HPV vaccine
Peter Doherty,Who,Australian Nobel laureate in Medicine (immunology)
Elizabeth Blackburn,Who,Australian-American Nobel laureate (telomerase)
Barry Marshall,Who,Australian Nobel laureate; Linked bacteria to stomach ulcers
Robin Warren,Who,Australian Nobel laureate; Linked bacteria to stomach ulcers
Tim Flannery,Who,Australian mammalogist and environmentalist
Karl Kruszelnicki,Who,Australian science communicator; 'Dr Karl'
Andy Thomas,Who,Australian-born NASA astronaut
Germaine Greer,Who,Australian feminist writer; 'The Female Eunuch'
Peter Singer,Who,Australian moral philosopher; 'Animal Liberation'
Robert Hughes,Who,Australian art critic and writer; 'The Shock of the New'
Clive James,Who,"Australian writer, critic, and broadcaster"
Thomas Keneally,Who,Australian novelist; 'Schindler's Ark'
Tim Winton,Who,Australian novelist; 'Cloudstreet'
Markus Zusak,Who,Australian author; 'The Book Thief'
Liane Moriarty,Who,Australian author; 'Big Little Lies'
Bryce Courtenay,Who,South African-Australian novelist; 'The Power of One'
Colleen McCullough,Who,Australian author; 'The Thorn Birds'
Henry Lawson,Who,Iconic Australian writer and bush poet
Banjo Paterson,Who,Iconic Australian bush poet; 'Waltzing Matilda'
Miles Franklin,Who,Australian writer; Her name is on Australia's top literary prize
May Gibbs,Who,Australian children's author and illustrator; 'Snugglepot and Cuddlepie'
Margaret Fulton,Who,Australian cookery writer who revolutionised home cooking
Maggie Beer,Who,"Australian chef, food author, and restaurateur"
Stephanie Alexander,Who,Australian chef and food writer
Neil Perry,Who,Australian chef and restaurateur
Curtis Stone,Who,Australian celebrity chef
George Calombaris,Who,Former 'MasterChef Australia' judge
Matt Preston,Who,Former 'MasterChef Australia' judge
Gary Mehigan,Who,Former 'MasterChef Australia' judge
Kylie Kwong,Who,Australian chef specialising in Chinese-Australian cuisine
Tetsuya Wakuda,Who,Japanese-born Australian chef
Sidney Nolan,Who,Australian artist known for his Ned Kelly series
Arthur Boyd,Who,Australian painter
Brett Whiteley,Who,Australian avant-garde artist
Albert Namatjira,Who,Pioneering Indigenous Australian artist
Emily Kame Kngwarreye,Who,Prominent Indigenous Australian artist
Pro Hart,Who,Australian painter known for his outback scenes
Ken Done,Who,Australian artist known for his vibrant designs
Reg Mombassa,Who,New Zealand-born artist and musician (Mental As Anything)
Carla Zampatti,Who,Italian-born Australian fashion designer
Alex Perry,Who,Australian fashion designer known for evening wear
Collette Dinnigan,Who,Australian fashion designer
Akira Isogawa,Who,Japanese-born Australian fashion designer
Jenny Kee,Who,Australian artist and fashion designer
Linda Jackson,Who,Australian artist and fashion designer
Ben Chifley,Who,Australian Prime Minister (post-WWII)
Malcolm Fraser,Who,Australian Prime Minister (1975-1983)
Pauline Hanson,Who,Founder and leader of the One Nation party
Bob Brown,Who,Former leader of the Australian Greens
Jacqui Lambie,Who,Tasmanian senator and political figure
Derryn Hinch,Who,Australian media personality and former senator
Alan Jones,Who,Controversial Australian radio broadcaster
Andrew Denton,Who,Australian television producer and comedian
John Safran,Who,Australian documentary maker and satirist
Norman Swan,Who,Scottish-born Australian physician and broadcaster
Julian Assange,Who,Australian founder of WikiLeaks
David Hicks,Who,Australian who was detained at Guantanamo Bay
Ned Kelly,Who,Australia's most famous bushranger
Captain Cook,Who,British explorer who mapped the eastern coast of Australia
William Bligh,Who,Fourth Governor of New South Wales; 'Mutiny on the Bounty'
Lachlan Macquarie,Who,Fifth Governor of New South Wales; 'Father of Australia'
Douglas Mawson,Who,Australian geologist and Antarctic explorer
Charles Kingsford Smith,Who,Pioneering Australian aviator
Nancy Bird Walton,Who,Pioneering Australian aviator
John Flynn,Who,Founder of the Royal Flying Doctor Service
Mary MacKillop,Who,Australia's first Catholic saint
'Weary' Dunlop,Who,Australian surgeon and WWII prisoner of war
John Monash,Who,Australian military commander in World War I
Margaret Thatcher,Who,"""The Iron Lady""; Former UK Prime Minister"
Al Gore,Who,Former US Vice President and climate activist
Angela Merkel,Who,Former Chancellor of Germany
Emmanuel Macron,Who,President of France
Mikhail Gorbachev,Who,Last leader of the Soviet Union
Saddam Hussein,Who,Former dictator of Iraq
Osama bin Laden,Who,Founder of al-Qaeda
Thomas Jefferson,Who,Third President of the United States
Franklin D. Roosevelt,Who,32nd President of the United States
Benito Mussolini,Who,Fascist dictator of Italy
Vladimir Lenin,Who,Leader of the Bolshevik Revolution
Karl Marx,Who,Philosopher and author of 'The Communist Manifesto'
Che Guevara,Who,Argentine Marxist revolutionary
Ho Chi Minh,Who,Vietnamese revolutionary leader
Genghis Khan,Who,Founder of the Mongol Empire
Alexander the Great,Who,King of Macedon who conquered a vast empire
Marie Antoinette,Who,Last Queen of France before the French Revolution
Joan of Arc,Who,French heroine and Roman Catholic saint
Martin Luther,Who,Key figure in the Protestant Reformation
John Calvin,Who,Influential French theologian during the Protestant Reformation
Galileo Galilei,Who,Italian astronomer; 'Father of Modern Science'
Nicolaus Copernicus,Who,Astronomer who proposed a heliocentric model of the universe
Johannes Kepler,Who,German astronomer known for his laws of planetary motion
Larry David,Who,Co-creator of 'Seinfeld' and creator of 'Curb Your Enthusiasm'
Fyodor Dostoevsky,Who,Russian novelist; 'Crime and Punishment'
Homer,Who,Ancient Greek author of 'The Iliad' and 'The Odyssey'
Plato,Who,Ancient Greek philosopher
Aristotle,Who,Ancient Greek philosopher and scientist
Socrates,Who,Classical Greek philosopher credited as one of the founders of Western philosophy
Confucius,Who,Chinese philosopher
Andy Warhol,Who,American artist and leader in the Pop Art movement
Frida Kahlo,Who,Mexican painter known for her self-portraits
Georgia O'Keeffe,Who,American modernist artist
Edgar Degas,Who,French Impressionist artist
Raphael,Who,Italian painter and architect of the High Renaissance
Donatello,Who,Italian sculptor of the Renaissance
Johannes Vermeer,Who,Dutch Baroque Period painter; 'Girl with a Pearl Earring'
Caravaggio,Who,"Italian painter active in Rome, Naples, Malta, and Sicily"
Richard Wagner,Who,"German composer, theatre director, and conductor"
Igor Stravinsky,Who,"Russian composer, pianist, and conductor"
Akira Kurosawa,Who,Japanese film director
Ingmar Bergman,Who,Swedish film director
Federico Fellini,Who,Italian film director
John Glenn,Who,First American to orbit the Earth
Sally Ride,Who,First American woman in space
Amelia Earhart,Who,American aviation pioneer who disappeared during a flight
Charles Lindbergh,Who,American aviator who made the first solo transatlantic flight
Alexander Graham Bell,Who,Scottish-born inventor credited with patenting the first practical telephone
Thomas Edison,Who,"American inventor; phonograph, light bulb"
James Watt,Who,Scottish inventor whose steam engine improvements were fundamental to the Industrial Revolution
Karl Benz,Who,German engine designer and automobile engineer
Louis Pasteur,Who,"French biologist and chemist, known for pasteurization"
Alexander Fleming,Who,Scottish physician who discovered penicillin
Jonas Salk,Who,American medical researcher who developed one of the first successful polio vaccines
Edward Jenner,Who,English physician who pioneered the concept of vaccines
Sigmund Freud,Who,Austrian neurologist and the founder of psychoanalysis
Carl Jung,Who,Swiss psychiatrist and psychoanalyst who founded analytical psychology
Ivan Pavlov,Who,Russian physiologist known for his work in classical conditioning
B. F. Skinner,Who,American psychologist known for his work on behaviorism
Noam Chomsky,Who,"American linguist, philosopher, and political activist"
Albert Camus,Who,French philosopher and author
Jean-Paul Sartre,Who,"French philosopher, playwright, and novelist"
Simone de Beauvoir,Who,"French writer, intellectual, and feminist philosopher"
Immanuel Kant,Who,German philosopher in the Age of Enlightenment
John Locke,Who,"English philosopher and physician, ""Father of Liberalism"""
Voltaire,Who,"French Enlightenment writer, historian, and philosopher"
Jean-Jacques Rousseau,Who,"Genevan philosopher, writer, and composer"
Sun Tzu,Who,Chinese general and strategist; 'The Art of War'
Billie Jean King,Who,American former World No. 1 professional tennis player
Muhammad Ali,Who,"American professional boxer, ""The Greatest"""
Diego Maradona,Who,Argentine professional football player and manager
Lionel Messi,Who,Argentine professional footballer
Cristiano Ronaldo,Who,Portuguese professional footballer
Roger Federer,Who,Swiss professional tennis player
Rafael Nadal,Who,Spanish professional tennis player
Zinedine Zidane,Who,French former professional football player and manager
Jet Li,Who,"Chinese film actor, film producer, and martial artist"
Grace Kelly,Who,American actress who became Princess of Monaco
Humphrey Bogart,Who,American screen and stage actor
Cary Grant,Who,English-American actor
Katharine Hepburn,Who,"American actress of film, stage, and television"
Bette Davis,Who,American actress with a career spanning more than 50 years
Lucille Ball,Who,"American actress, comedian, and producer; 'I Love Lucy'"
Judy Garland,Who,American actress and singer; Dorothy in 'The Wizard of Oz'
Fred Astaire,Who,"American dancer, singer, actor, and choreographer"
Gene Kelly,Who,"American dancer, actor, singer, and director"
Zaha Hadid,Who,Iraqi-British architect
Giorgio Armani,Who,Italian fashion designer
Coco Chanel,Who,French fashion designer and businesswoman
Christian Dior,Who,French fashion designer
Yves Saint Laurent,Who,French fashion designer
Ralph Lauren,Who,American fashion designer
Calvin Klein,Who,American fashion designer
Donatella Versace,Who,Italian fashion designer
Anna Wintour,Who,"British-American journalist, editor-in-chief of Vogue"
Gordon Ramsay,Who,"British chef, restaurateur, and television personality"
Banksy,Who,Anonymous England-based street artist
Shepard Fairey,Who,"American contemporary street artist, graphic designer (OBEY)"
Jeff Koons,Who,American artist known for working with popular culture subjects
Damien Hirst,Who,"English artist, entrepreneur, and art collector"
Yayoi Kusama,Who,Japanese contemporary artist
Ai Weiwei,Who,Chinese contemporary artist and activist
Hayao Miyazaki,Who,Japanese animated film director (Studio Ghibli)
Akira Toriyama,Who,Japanese manga artist; 'Dragon Ball'
Shigeru Miyamoto,Who,Japanese video game designer at Nintendo
Hideo Kojima,Who,Japanese video game designer; 'Metal Gear' series
Tim Berners-Lee,Who,"English computer scientist, inventor of the World Wide Web"
Linus Torvalds,Who,"Finnish-American software engineer, creator of the Linux kernel"
Larry Page,Who,Co-founder of Google
Sergey Brin,Who,Co-founder of Google
Susan Wojcicki,Who,Former CEO of YouTube
Sheryl Sandberg,Who,Former COO of Meta Platforms
Satya Nadella,Who,CEO of Microsoft
Sundar Pichai,Who,CEO of Alphabet Inc. and Google
Indra Nooyi,Who,Former CEO of PepsiCo
Warren Buffett,Who,"American business magnate, investor, and philanthropist"
Richard Branson,Who,"British business magnate, founder of the Virgin Group"
Howard Schultz,Who,"American businessman, former CEO of Starbucks"
Michael Bloomberg,Who,"American businessman, politician, and philanthropist"
Howard Hughes,Who,"American business magnate, investor, and aviator"
Cornelius Vanderbilt,Who,American business magnate who built his wealth in railroads and shipping
J. P. Morgan,Who,American financier and banker who dominated corporate finance
Andrew Mellon,Who,"American banker, businessman, and politician"
John Jacob Astor,Who,"German-American businessman, real estate builder, and investor"
Madam C. J. Walker,Who,"African American entrepreneur, philanthropist, and activist"
Helena Rubinstein,Who,"Polish-American businesswoman, art collector, and philanthropist"
Harriet Beecher Stowe,Who,American abolitionist and author; 'Uncle Tom's Cabin'
Elizabeth Cady Stanton,Who,"American suffragist, social activist, and abolitionist"
Sojourner Truth,Who,African-American abolitionist and women's rights activist
Harriet Tubman,Who,American abolitionist and political activist
Emmeline Pankhurst,Who,British political activist and leader of the suffragette movement
Margaret Sanger,Who,American birth control activist
Jane Goodall,Who,English primatologist and anthropologist
Mary Seacole,Who,British-Jamaican nurse and businesswoman in the Crimean War
Dorothy Day,Who,"American journalist, social activist, and Catholic convert"
Coretta Scott King,Who,"American author, activist, and civil rights leader"
Betty Friedan,Who,American feminist writer and activist; 'The Feminine Mystique'
Gloria Steinem,Who,American feminist journalist and social political activist
Angela Davis,Who,"American political activist, philosopher, and academic"
Ruth Bader Ginsburg,Who,Associate Justice of the Supreme Court of the United States
Sonia Sotomayor,Who,Associate Justice of the Supreme Court of the United States
Sandra Day O'Connor,Who,First woman to serve on the Supreme Court of the United States
Condoleezza Rice,Who,American political scientist and diplomat
Madeleine Albright,Who,"American politician and diplomat, first female Secretary of State"
Nancy Pelosi,Who,"American politician, former Speaker of the House of Representatives"
Alexandria Ocasio-Cortez,Who,American politician and activist
Michelle Obama,Who,"American attorney and author, former First Lady of the United States"
Jacqueline Kennedy Onassis,Who,"American socialite, writer, and photographer, former First Lady"
Melania Trump,Who,"Slovenian-American former model, former First Lady of the United States"
Golda Meir,Who,Fourth Prime Minister of Israel
Benazir Bhutto,Who,11th and 13th Prime Minister of Pakistan
Corazon Aquino,Who,11th President of the Philippines
Aung San Suu Kyi,Who,"Myanmar politician, diplomat, and author"
Boudica,Who,Queen of the British Iceni tribe who led an uprising against the Romans
Agrippina the Younger,Who,Roman Empress and one of the most prominent women in the Julio-Claudian dynasty
Theodora,Who,Empress of the Byzantine Empire and the wife of Emperor Justinian I
Hildegard of Bingen,Who,"German Benedictine abbess, writer, composer, and philosopher"
Christine de Pizan,Who,Italian-French author who served as a court writer for several French dukes
Artemisia Gentileschi,Who,Italian Baroque painter
Berthe Morisot,Who,French painter and a member of the Impressionists
Camille Claudel,Who,French sculptor
Augusta Savage,Who,American sculptor associated with the Harlem Renaissance
Louise Bourgeois,Who,French-American artist
Agnes Martin,Who,American abstract painter
Helen Frankenthaler,Who,American abstract expressionist painter
Lee Krasner,Who,American abstract expressionist painter
Nan Goldin,Who,American photographer and activist
Sally Mann,Who,"American photographer, widely known for her large-format, black-and-white photographs"
Carrie Mae Weems,Who,"American artist who works with text, fabric, audio, and digital images"
Lorna Simpson,Who,American photographer and multimedia artist
Laurie Anderson,Who,"American avant-garde artist, composer, musician, and film director"
Tracey Emin,Who,English artist known for her autobiographical and confessional artwork
Rachel Whiteread,Who,English artist who primarily produces sculptures
Guerilla Girls,Who,"Anonymous group of feminist, female artists devoted to fighting sexism"
Barbara Kruger,Who,American conceptual artist and collagist
Jenny Holzer,Who,American neo-conceptual artist
Kiki Smith,Who,"German-born American artist whose work has addressed the themes of sex, birth and regeneration"
Kara Walker,Who,"American contemporary painter, silhouettist, and print-maker"
Yinka Shonibare,Who,British-Nigerian artist living in the United Kingdom
Sonia Boyce,Who,British Afro-Caribbean artist
William Kentridge,Who,"South African artist best known for his prints, drawings, and animated films"
Marlene Dumas,Who,South African artist and painter
Zanele Muholi,Who,South African artist and visual activist
Nandipha Mntambo,Who,"South African artist known for her sculptures, videos, and photographs"
Mary Sibande,Who,South African artist based in Johannesburg
Nicholas Hlobo,Who,South African artist based in Johannesburg
Kemang Wa Lehulere,Who,South African artist
Napoleon,Who,French emperor  
Marco Polo,Who,Italian explorer  
Archimedes,Who,Greek mathematician  
Ferdinand Magellan,Who,Portuguese explorer  
Louis XIV of France,Who,King of France (Sun King)  
Augustus,Who,First Roman emperor  
Saint Peter,Who,First Pope  
Dante Alighieri,Who,Italian poet (Divine Comedy)  
Friedrich Nietzsche,Who,German philosopher  
Johann Wolfgang von Goethe,Who,German writer (Faust)  
Francis Bacon,Who,Philosopher & statesman  
Suleiman the Magnificent,Who,Ottoman sultan  
Hannibal,Who,Carthaginian general  
Thomas Aquinas,Who,Catholic theologian  
Zoroaster,Who,Persian prophet  
Spartacus,Who,Thracian gladiator  
Ulysses S. Grant,Who,American Civil War general  
Cicero,Who,Roman orator & statesman  
Commodus,Who,Roman emperor  
George Frideric Handel,Who,Baroque composer  
Peter Paul Rubens,Who,Flemish Baroque painter  
Carl Friedrich Gauss,Who,German mathematician  
Franz Schubert,Who,Austrian composer  
Montesquieu,Who,French political philosopher  
Nero,Who,Roman emperor (tyrant)  
Jules Verne,Who,Science fiction author  
Francis of Assisi,Who,Italian Catholic friar  
Epicurus,Who,Greek philosopher  
Virgil,Who,Roman poet (*Aeneid*)  
Petrarch,Who,Italian Renaissance poet  
Ptolemy,Who,Greek astronomer & geographer  
Pericles,Who,Athenian statesman  
Dmitri Mendeleev,Who,Periodic table chemist  
Edvard Munch,Who,Norwegian painter (*The Scream*)  
Qin Shi Huang,Who,First Emperor of China  
Ramesses II,Who,Egyptian pharaoh  
Henry VIII of England,Who,King of England (six wives)  
Anton Chekhov,Who,Russian playwright  
Solomon,Who,Biblical king of Israel  
David (biblical),Who,Biblical king of Israel  
Amerigo Vespucci,Who,Explorer (namesake of America)  
Francisco Goya,Who,Spanish painter  
Leon Trotsky,Who,Marxist revolutionary  
Josip Broz Tito,Who,Yugoslav leader  
Ali (Caliph Ali),Who,Fourth Caliph of Islam  
Bartolomeu Dias,Who,Portuguese explorer  
Charles de Gaulle,Who,Leader of Free France  
Nicholas II of Russia,Who,Last Russian Tsar  
Diocletian,Who,Roman emperor  
Sandro Botticelli,Who,Italian Renaissance painter  
Franz Liszt,Who,Virtuoso pianist  
Friedrich Engels,Who,Co-author of *The Communist Manifesto*  
Euclid,Who,Greek mathematician (geometry)  
Alan Turing,Who,Computer science pioneer  
Miguel de Cervantes,Who,Author of *Don Quixote*  
Gustav Mahler,Who,Austrian composer  
Johannes Brahms,Who,German composer  
Paul Gauguin,Who,French Post-Impressionist painter  
Rosa Luxemburg,Who,Marxist revolutionary  
Robert Schumann,Who,German Romantic composer  
Henri Matisse,Who,French modern artist  
Gregor Mendel,Who,Father of genetics  
Gustav Klimt,Who,Austrian Symbolist painter  
Alessandro Volta,Who,Pioneer of battery (Volt)  
John Wilkes Booth,Who,Assassin of Lincoln  
Anthony of Padua,Who,Catholic saint & preacher  
Chiang Kai-shek,Who,Leader of Nationalist China  
Cardinal Richelieu,Who,French chief minister  
Pope Gregory I (the Great),Who,Early medieval Pope  
Phidias,Who,Ancient Greek sculptor  
Piet Mondrian,Who,Dutch abstract painter  
Thucydides,Who,Athenian historian  
John Dalton,Who,Atomic theory chemist  
Joshua (biblical),Who,Biblical leader after Moses  
Ada Lovelace,Who,First computer programmer  
Sun Yat-sen,Who,Father of modern China  
Mary Shelley,Who,Author of *Frankenstein*  
Isaac Asimov,Who,Science fiction writer  
H. G. Wells,Who,Science fiction author  
Andrew Lloyd Webber,Who,Musical theatre composer  
Robert E. Lee,Who,Confederate Civil War general  
William the Conqueror,Who,Norman conqueror of England  
Sitting Bull,Who,Lakota leader at Little Bighorn  
Akbar the Great,Who,Mughal emperor of India  
Shaka Zulu,Who,Founder of the Zulu Kingdom  
Harold Holt,Who,Australian Prime Minister who disappeared in 1967
Abu Bakr,Who,First Caliph of Islam  
Johannes Gutenberg,Who,Inventor of the printing press  
Trajan,Who,Roman emperor  
Edmund Hillary,Who,First to summit Everest  
Hammurabi,Who,Babylonian lawgiver  
Elizabeth I of England,Who,Queen of England (16th century)  
Max Planck,Who,Quantum theory physicist  
Otto I (Otto the Great),Who,First German Holy Roman Emperor  
Antonio Vivaldi,Who,Italian Baroque composer  
Blaise Pascal,Who,French mathematician & philosopher  
Attila,Who,Leader of the Huns  
Peter the Great,Who,Modernizing Russian tsar  
Rumi,Who,Persian Sufi poet  
Ignaz Semmelweis,Who,Advocate of hand-washing  
Ayrton Senna,Who,Formula One legend  
Augustine of Hippo,Who,Christian theologian  
Richard III of England,Who,King of England  
Thomas Hobbes,Who,English political philosopher  
14th Dalai Lama,Who,Tibetan spiritual leader  
Charlemagne,Who,First Holy Roman Emperor  
Franz Kafka,Who,Czech novelist  
Nefertiti,Who,Egyptian queen  
Akhenaten,Who,Monotheistic pharaoh  
Ignatius of Loyola,Who,Founder of the Jesuits  
Otto von Bismarck,Who,Chancellor of Germany  
Jack the Ripper,Who,Unidentified serial killer  
Saint Joseph,Who,Biblical figure (Jesus's father on Earth)  
Queen Elizabeth The Queen Mother,Who,Queen Elizabeth II's mother  
Jimmy Carter,Who,39th US President  
John the Baptist,Who,Biblical preacher  
Edgar Allan Poe,Who,American horror author  
Mel Gibson,Who,Actor & director (*Braveheart*)  
Hippocrates,Who,Ancient Greek physician  
Alfred Nobel,Who,Founder of Nobel Prizes  
Cathy Freeman,Who,Won 400m gold at Sydney 2000 Olympics
Nicole Kidman,Who,Australian actress; Star of 'Moulin Rouge!'
Kylie Minogue,Who,Australian pop star; 'The Princess of Pop'
Steve Irwin,Who,Australian zookeeper and conservationist; 'The Crocodile Hunter'
Hugh Jackman,Who,Australian actor; Played Wolverine in 'X-Men'
Ian Thorpe,Who,Australian swimmer; Nicknamed 'Thorpedo'
AC/DC,Who,Iconic Australian hard rock band
Cate Blanchett,Who,Australian actress; Won Oscars for 'The Aviator' and 'Blue Jasmine'
Chris Hemsworth,Who,Australian actor; Plays Thor in the Marvel Cinematic Universe
Margot Robbie,Who,"Australian actress; Starred in 'Barbie' and 'I, Tonya'"
Lleyton Hewitt,Who,"Australian tennis player; Known for his ""C'mon!"" catchcry"
Donald Bradman,Who,Considered the greatest cricketer of all time
Jimmy Barnes,Who,Scottish-born Australian rock singer; Cold Chisel frontman
Olivia Newton-John,Who,Australian singer and actress; Starred in 'Grease'
Steven Bradbury,Who,Won Olympic gold after his opponents fell
Sam Kerr,Who,Captain of the Australian Matildas soccer team
Barack Obama,Who,44th President of the United States
Queen Elizabeth II,Who,Longest-reigning British monarch
Donald Trump,Who,45th President of the United States
Nelson Mandela,Who,Anti-apartheid leader and first President of South Africa
William Shakespeare,Who,English playwright; Wrote 'Hamlet' and 'Romeo and Juliet'
Albert Einstein,Who,Physicist; Developed the theory of relativity
Leonardo da Vinci,Who,Renaissance artist and inventor; Painted the 'Mona Lisa'
Michael Jackson,Who,"""The King of Pop"""
Taylor Swift,Who,American pop and country music superstar
J.K. Rowling,Who,Author of the 'Harry Potter' series
Steve Jobs,Who,Co-founder of Apple Inc.
Bill Gates,Who,Co-founder of Microsoft
The Beatles,Who,Iconic British rock band from Liverpool
Madonna,Who,"""The Queen of Pop"""
Tom Hanks,Who,American actor; Starred in 'Forrest Gump' and 'Cast Away'
Oprah Winfrey,Who,American talk show host and media executive
Michael Jordan,Who,Legendary American basketball player for the Chicago Bulls
Britney Spears,Who,"""The Princess of Pop""; Known for '...Baby One More Time'"
Eminem,Who,American rapper; Star of '8 Mile'
Lady Gaga,Who,American pop star known for her flamboyant style
Mark Zuckerberg,Who,Co-founder of Facebook
Elon Musk,Who,CEO of Tesla and SpaceX
Nirvana,Who,American grunge band fronted by Kurt Cobain
Spice Girls,Who,British girl group; Champions of 'Girl Power'
Friends (cast),Who,Ensemble cast of the iconic 90s sitcom
Seinfeld (cast),Who,"Ensemble cast of the ""show about nothing"""
Daniel Radcliffe,Who,Actor who played Harry Potter
Simon Cowell,Who,Acerbic judge on 'American Idol' and 'The X Factor'
Vladimir Putin,Who,President of Russia
Greta Thunberg,Who,Swedish environmental activist
Malala Yousafzai,Who,Pakistani activist for female education and Nobel laureate
Jeff Bezos,Who,Founder of Amazon
Scott Morrison,Who,Australian Prime Minister (2018-2022)
Jacinda Ardern,Who,Former Prime Minister of New Zealand
Boris Johnson,Who,Former Prime Minister of the United Kingdom
Joe Biden,Who,Current President of the United States
Kamala Harris,Who,Current Vice President of the United States
Tim Cahill,Who,Australian soccer's all-time leading goalscorer
Harry Kewell,Who,Australian soccer player; 'The Wizard of Oz'
Mick Fanning,Who,Australian three-time world champion surfer
Layne Beachley,Who,Australian seven-time world champion surfer
Daniel Ricciardo,Who,Australian Formula One driver
Craig Lowndes,Who,Australian V8 Supercar driver
Eric Bana,Who,Australian actor; Starred in 'Chopper' and 'Hulk'
Russell Crowe,Who,New Zealand-born Australian actor; 'Gladiator'
Sam Worthington,Who,Australian actor; Starred in 'Avatar'
Rose Byrne,Who,Australian actress; Starred in 'Bridesmaids'
Isla Fisher,Who,Australian actress; Starred in 'Wedding Crashers'
Rebel Wilson,Who,Australian actress and comedian; 'Pitch Perfect'
INXS,Who,Australian rock band fronted by Michael Hutchence
Crowded House,Who,Australian/New Zealand rock band; 'Don't Dream It's Over'
Sia,Who,Australian singer-songwriter; Known for wearing wigs
Delta Goodrem,Who,Australian singer and actress; Judge on 'The Voice'
Guy Sebastian,Who,First winner of 'Australian Idol'
Jessica Mauboy,Who,Australian singer and actress
Keith Urban,Who,Australian country music singer
The Wiggles,Who,Iconic Australian children's music group
Ray Martin,Who,Australian television journalist and presenter
Kitty Flanagan,Who,Australian comedian and writer
Jim Jefferies,Who,Australian stand-up comedian
Carl Barron,Who,Australian stand-up comedian
Magda Szubanski,Who,Australian actress and comedian; Sharon Strzelecki in 'Kath & Kim'
Baz Luhrmann,Who,"Australian film director; 'Moulin Rouge!', 'The Great Gatsby'"
George Miller,Who,"Australian film director; 'Mad Max' series, 'Babe'"
Mike Cannon-Brookes,Who,Co-founder of Atlassian
Scott Farquhar,Who,Co-founder of Atlassian
Melanie Perkins,Who,Co-founder of Canva
Frank Lowy,Who,Co-founder of Westfield Group
Harry Triguboff,Who,Australian property developer; 'High-Rise Harry'
